2024-06-11 04:00:49,075 - logger - INFO - 0 gpu 3
2024-06-11 04:00:49,075 - logger - INFO - Batch size is: 1	epochs: 1000
2024-06-11 04:00:49,885 - logger - INFO - Total parameters count 62188387
2024-06-11 04:00:52,032 - logger - INFO - Writing Tensorboard logs to ./results/pet-ct-fold0
2024-06-11 04:00:52,033 - logger - INFO - 0	Tue Jun 11 04:00:52 2024	Epoch: 0
2024-06-11 04:03:52,976 - logger - INFO - Epoch 1/1000 1/11	loss: 4.1648	time 180.94s
2024-06-11 04:03:58,265 - logger - INFO - Epoch 1/1000 2/11	loss: 15.8047	time 5.29s
2024-06-11 04:04:03,562 - logger - INFO - Epoch 1/1000 3/11	loss: 11.5267	time 5.30s
2024-06-11 04:04:08,912 - logger - INFO - Epoch 1/1000 4/11	loss: 9.2281	time 5.35s
2024-06-11 04:04:14,395 - logger - INFO - Epoch 1/1000 5/11	loss: 7.9073	time 5.48s
2024-06-11 04:04:19,766 - logger - INFO - Epoch 1/1000 6/11	loss: 6.8242	time 5.37s
2024-06-11 04:04:25,100 - logger - INFO - Epoch 1/1000 7/11	loss: 6.3920	time 5.33s
2024-06-11 04:04:30,441 - logger - INFO - Epoch 1/1000 8/11	loss: 6.7499	time 5.34s
2024-06-11 04:04:35,837 - logger - INFO - Epoch 1/1000 9/11	loss: 6.1490	time 5.40s
2024-06-11 04:04:41,215 - logger - INFO - Epoch 1/1000 10/11	loss: 6.2457	time 5.38s
2024-06-11 04:04:46,601 - logger - INFO - Epoch 1/1000 11/11	loss: 5.8407	time 5.39s
2024-06-11 04:04:46,730 - logger - INFO - Final training  0/999	loss: 5.8407	time 234.70s
2024-06-11 04:04:46,733 - logger - INFO - 0	Tue Jun 11 04:04:46 2024	Epoch: 1
2024-06-11 04:04:53,417 - logger - INFO - Epoch 2/1000 1/11	loss: 2.3589	time 6.68s
2024-06-11 04:04:58,704 - logger - INFO - Epoch 2/1000 2/11	loss: 35.1384	time 5.29s
2024-06-11 04:05:04,038 - logger - INFO - Epoch 2/1000 3/11	loss: 26.1799	time 5.33s
2024-06-11 04:05:09,381 - logger - INFO - Epoch 2/1000 4/11	loss: 21.4153	time 5.34s
2024-06-11 04:05:14,796 - logger - INFO - Epoch 2/1000 5/11	loss: 17.5779	time 5.41s
2024-06-11 04:05:20,127 - logger - INFO - Epoch 2/1000 6/11	loss: 14.7524	time 5.33s
2024-06-11 04:05:25,462 - logger - INFO - Epoch 2/1000 7/11	loss: 13.0313	time 5.34s
2024-06-11 04:05:30,804 - logger - INFO - Epoch 2/1000 8/11	loss: 11.4509	time 5.34s
2024-06-11 04:05:36,201 - logger - INFO - Epoch 2/1000 9/11	loss: 10.6457	time 5.40s
