2024-06-12 02:04:05,585 - logger - INFO - 0 gpu 1
2024-06-12 02:04:05,586 - logger - INFO - Batch size is: 1	epochs: 1000
2024-06-12 02:04:08,406 - logger - INFO - Using pretrained self-supervised Swin UNETR backbone weights: ../results/pre-trained_models/pretrain2222/2222model.pt
2024-06-12 02:04:08,407 - logger - INFO - Total parameters count 62188387
2024-06-12 02:04:09,523 - logger - INFO - Writing Tensorboard logs to ./results/pet-ct-ssl-fold3
2024-06-12 02:04:09,524 - logger - INFO - 0	Wed Jun 12 02:04:09 2024	Epoch: 0
2024-06-12 02:07:09,868 - logger - INFO - Epoch 1/1000 1/11	loss: 4.5473	time 180.34s
2024-06-12 02:07:15,616 - logger - INFO - Epoch 1/1000 2/11	loss: 2.8076	time 5.75s
2024-06-12 02:07:20,945 - logger - INFO - Epoch 1/1000 3/11	loss: 3.2416	time 5.33s
2024-06-12 02:07:26,282 - logger - INFO - Epoch 1/1000 4/11	loss: 3.4168	time 5.34s
2024-06-12 02:07:31,587 - logger - INFO - Epoch 1/1000 5/11	loss: 3.8672	time 5.30s
2024-06-12 02:07:37,033 - logger - INFO - Epoch 1/1000 6/11	loss: 3.3048	time 5.45s
2024-06-12 02:07:42,307 - logger - INFO - Epoch 1/1000 7/11	loss: 4.5713	time 5.27s
2024-06-12 02:07:47,645 - logger - INFO - Epoch 1/1000 8/11	loss: 4.2917	time 5.34s
2024-06-12 02:07:53,022 - logger - INFO - Epoch 1/1000 9/11	loss: 4.1631	time 5.38s
2024-06-12 02:07:58,393 - logger - INFO - Epoch 1/1000 10/11	loss: 3.9603	time 5.37s
2024-06-12 02:08:03,786 - logger - INFO - Epoch 1/1000 11/11	loss: 3.7772	time 5.39s
2024-06-12 02:08:03,950 - logger - INFO - Final training  0/999	loss: 3.7772	time 234.43s
2024-06-12 02:08:03,965 - logger - INFO - 0	Wed Jun 12 02:08:03 2024	Epoch: 1
2024-06-12 02:08:10,343 - logger - INFO - Epoch 2/1000 1/11	loss: 1.5012	time 6.38s
2024-06-12 02:08:15,880 - logger - INFO - Epoch 2/1000 2/11	loss: 8.2786	time 5.54s
2024-06-12 02:08:21,263 - logger - INFO - Epoch 2/1000 3/11	loss: 6.4799	time 5.38s
2024-06-12 02:08:26,598 - logger - INFO - Epoch 2/1000 4/11	loss: 5.1925	time 5.33s
2024-06-12 02:08:31,922 - logger - INFO - Epoch 2/1000 5/11	loss: 4.6295	time 5.32s
2024-06-12 02:08:37,352 - logger - INFO - Epoch 2/1000 6/11	loss: 4.9196	time 5.43s
2024-06-12 02:08:42,682 - logger - INFO - Epoch 2/1000 7/11	loss: 13.2636	time 5.33s
2024-06-12 02:08:48,019 - logger - INFO - Epoch 2/1000 8/11	loss: 11.8246	time 5.34s
2024-06-12 02:08:53,343 - logger - INFO - Epoch 2/1000 9/11	loss: 10.7493	time 5.32s
2024-06-12 02:08:58,722 - logger - INFO - Epoch 2/1000 10/11	loss: 10.1473	time 5.38s
2024-06-12 02:09:04,100 - logger - INFO - Epoch 2/1000 11/11	loss: 9.4656	time 5.38s
2024-06-12 02:09:04,271 - logger - INFO - Final training  1/999	loss: 9.4656	time 60.31s
2024-06-12 02:09:04,273 - logger - INFO - 0	Wed Jun 12 02:09:04 2024	Epoch: 2
2024-06-12 02:09:10,607 - logger - INFO - Epoch 3/1000 1/11	loss: 5.6521	time 6.33s
2024-06-12 02:09:15,933 - logger - INFO - Epoch 3/1000 2/11	loss: 9.6613	time 5.33s
2024-06-12 02:09:21,251 - logger - INFO - Epoch 3/1000 3/11	loss: 7.8328	time 5.32s
2024-06-12 02:09:26,674 - logger - INFO - Epoch 3/1000 4/11	loss: 6.3345	time 5.42s
2024-06-12 02:09:32,054 - logger - INFO - Epoch 3/1000 5/11	loss: 5.4769	time 5.38s
2024-06-12 02:09:37,422 - logger - INFO - Epoch 3/1000 6/11	loss: 6.4237	time 5.37s
2024-06-12 02:09:42,760 - logger - INFO - Epoch 3/1000 7/11	loss: 5.8297	time 5.34s
2024-06-12 02:09:48,139 - logger - INFO - Epoch 3/1000 8/11	loss: 5.3333	time 5.38s
2024-06-12 02:09:53,530 - logger - INFO - Epoch 3/1000 9/11	loss: 5.3595	time 5.39s
2024-06-12 02:09:58,905 - logger - INFO - Epoch 3/1000 10/11	loss: 4.9563	time 5.38s
2024-06-12 02:10:04,294 - logger - INFO - Epoch 3/1000 11/11	loss: 4.5304	time 5.39s
2024-06-12 02:10:04,435 - logger - INFO - Final training  2/999	loss: 4.5304	time 60.16s
2024-06-12 02:10:04,437 - logger - INFO - 0	Wed Jun 12 02:10:04 2024	Epoch: 3
2024-06-12 02:10:10,678 - logger - INFO - Epoch 4/1000 1/11	loss: 4.1761	time 6.24s
2024-06-12 02:10:16,028 - logger - INFO - Epoch 4/1000 2/11	loss: 3.6027	time 5.35s
2024-06-12 02:10:21,424 - logger - INFO - Epoch 4/1000 3/11	loss: 2.9864	time 5.39s
2024-06-12 02:10:26,841 - logger - INFO - Epoch 4/1000 4/11	loss: 16.6786	time 5.42s
2024-06-12 02:10:32,181 - logger - INFO - Epoch 4/1000 5/11	loss: 14.3815	time 5.34s
2024-06-12 02:10:37,518 - logger - INFO - Epoch 4/1000 6/11	loss: 12.1771	time 5.34s
2024-06-12 02:10:42,875 - logger - INFO - Epoch 4/1000 7/11	loss: 10.9153	time 5.36s
2024-06-12 02:10:48,240 - logger - INFO - Epoch 4/1000 8/11	loss: 9.9325	time 5.36s
2024-06-12 02:10:53,584 - logger - INFO - Epoch 4/1000 9/11	loss: 8.8521	time 5.34s
2024-06-12 02:10:58,929 - logger - INFO - Epoch 4/1000 10/11	loss: 8.0925	time 5.34s
2024-06-12 02:11:04,305 - logger - INFO - Epoch 4/1000 11/11	loss: 7.5633	time 5.37s
2024-06-12 02:11:04,412 - logger - INFO - Final training  3/999	loss: 7.5633	time 59.98s
2024-06-12 02:11:04,414 - logger - INFO - 0	Wed Jun 12 02:11:04 2024	Epoch: 4
2024-06-12 02:11:10,382 - logger - INFO - Epoch 5/1000 1/11	loss: 4.6618	time 5.97s
2024-06-12 02:11:15,704 - logger - INFO - Epoch 5/1000 2/11	loss: 2.8820	time 5.32s
2024-06-12 02:11:21,037 - logger - INFO - Epoch 5/1000 3/11	loss: 6.0762	time 5.33s
2024-06-12 02:11:26,412 - logger - INFO - Epoch 5/1000 4/11	loss: 19.0902	time 5.37s
2024-06-12 02:11:31,856 - logger - INFO - Epoch 5/1000 5/11	loss: 16.5249	time 5.44s
2024-06-12 02:11:37,186 - logger - INFO - Epoch 5/1000 6/11	loss: 15.6000	time 5.33s
2024-06-12 02:11:42,513 - logger - INFO - Epoch 5/1000 7/11	loss: 13.4552	time 5.33s
2024-06-12 02:11:47,867 - logger - INFO - Epoch 5/1000 8/11	loss: 12.2695	time 5.35s
2024-06-12 02:11:53,217 - logger - INFO - Epoch 5/1000 9/11	loss: 10.9258	time 5.35s
2024-06-12 02:11:58,569 - logger - INFO - Epoch 5/1000 10/11	loss: 9.9629	time 5.35s
2024-06-12 02:12:03,904 - logger - INFO - Epoch 5/1000 11/11	loss: 9.4210	time 5.34s
2024-06-12 02:12:04,024 - logger - INFO - Final training  4/999	loss: 9.4210	time 59.61s
2024-06-12 02:12:04,026 - logger - INFO - 0	Wed Jun 12 02:12:04 2024	Epoch: 5
2024-06-12 02:12:10,109 - logger - INFO - Epoch 6/1000 1/11	loss: 0.1261	time 6.08s
2024-06-12 02:12:15,436 - logger - INFO - Epoch 6/1000 2/11	loss: 1.8484	time 5.33s
2024-06-12 02:12:20,771 - logger - INFO - Epoch 6/1000 3/11	loss: 1.7671	time 5.34s
2024-06-12 02:12:26,096 - logger - INFO - Epoch 6/1000 4/11	loss: 1.7143	time 5.32s
2024-06-12 02:12:31,461 - logger - INFO - Epoch 6/1000 5/11	loss: 4.1729	time 5.36s
2024-06-12 02:12:36,800 - logger - INFO - Epoch 6/1000 6/11	loss: 3.9366	time 5.34s
2024-06-12 02:12:42,117 - logger - INFO - Epoch 6/1000 7/11	loss: 3.5659	time 5.32s
2024-06-12 02:12:47,451 - logger - INFO - Epoch 6/1000 8/11	loss: 3.2061	time 5.33s
2024-06-12 02:12:52,801 - logger - INFO - Epoch 6/1000 9/11	loss: 3.0292	time 5.35s
2024-06-12 02:12:58,152 - logger - INFO - Epoch 6/1000 10/11	loss: 3.7315	time 5.35s
2024-06-12 02:13:03,517 - logger - INFO - Epoch 6/1000 11/11	loss: 3.4947	time 5.36s
2024-06-12 02:13:03,630 - logger - INFO - Final training  5/999	loss: 3.4947	time 59.60s
2024-06-12 02:13:03,631 - logger - INFO - 0	Wed Jun 12 02:13:03 2024	Epoch: 6
2024-06-12 02:13:09,592 - logger - INFO - Epoch 7/1000 1/11	loss: 1.5981	time 5.96s
2024-06-12 02:13:14,916 - logger - INFO - Epoch 7/1000 2/11	loss: 1.1225	time 5.32s
2024-06-12 02:13:20,313 - logger - INFO - Epoch 7/1000 3/11	loss: 1.0933	time 5.40s
2024-06-12 02:13:25,663 - logger - INFO - Epoch 7/1000 4/11	loss: 1.1149	time 5.35s
2024-06-12 02:13:31,010 - logger - INFO - Epoch 7/1000 5/11	loss: 1.1284	time 5.35s
2024-06-12 02:13:36,329 - logger - INFO - Epoch 7/1000 6/11	loss: 1.1837	time 5.32s
2024-06-12 02:13:41,725 - logger - INFO - Epoch 7/1000 7/11	loss: 1.1607	time 5.40s
2024-06-12 02:13:47,045 - logger - INFO - Epoch 7/1000 8/11	loss: 1.3884	time 5.32s
2024-06-12 02:13:52,396 - logger - INFO - Epoch 7/1000 9/11	loss: 1.5876	time 5.35s
2024-06-12 02:13:57,757 - logger - INFO - Epoch 7/1000 10/11	loss: 2.4685	time 5.36s
