2024-06-10 04:11:23,266 - logger - INFO - 0 gpu 2
2024-06-10 04:11:23,267 - logger - INFO - Batch size is: 1	epochs: 1000
2024-06-10 04:11:23,799 - logger - INFO - Total parameters count 62186659
2024-06-10 04:11:24,918 - logger - INFO - Writing Tensorboard logs to ./results/pet-fold1
2024-06-10 04:11:24,919 - logger - INFO - 0	Mon Jun 10 04:11:24 2024	Epoch: 0
2024-06-10 04:14:20,483 - logger - INFO - Epoch 1/1000 1/11	loss: 15.0499	time 175.56s
2024-06-10 04:14:25,598 - logger - INFO - Epoch 1/1000 2/11	loss: 12.6942	time 5.12s
2024-06-10 04:14:30,744 - logger - INFO - Epoch 1/1000 3/11	loss: 11.1269	time 5.15s
2024-06-10 04:14:35,867 - logger - INFO - Epoch 1/1000 4/11	loss: 10.9350	time 5.12s
2024-06-10 04:14:41,086 - logger - INFO - Epoch 1/1000 5/11	loss: 8.8862	time 5.22s
2024-06-10 04:14:46,282 - logger - INFO - Epoch 1/1000 6/11	loss: 7.4746	time 5.20s
2024-06-10 04:14:51,483 - logger - INFO - Epoch 1/1000 7/11	loss: 6.6171	time 5.20s
2024-06-10 04:14:56,640 - logger - INFO - Epoch 1/1000 8/11	loss: 5.9488	time 5.16s
2024-06-10 04:15:01,826 - logger - INFO - Epoch 1/1000 9/11	loss: 5.3862	time 5.19s
2024-06-10 04:15:07,022 - logger - INFO - Epoch 1/1000 10/11	loss: 5.0804	time 5.20s
2024-06-10 04:15:12,217 - logger - INFO - Epoch 1/1000 11/11	loss: 4.7303	time 5.19s
2024-06-10 04:15:12,304 - logger - INFO - Final training  0/999	loss: 4.7303	time 227.39s
2024-06-10 04:15:12,305 - logger - INFO - 0	Mon Jun 10 04:15:12 2024	Epoch: 1
2024-06-10 04:15:17,908 - logger - INFO - Epoch 2/1000 1/11	loss: 53.6852	time 5.60s
2024-06-10 04:15:23,068 - logger - INFO - Epoch 2/1000 2/11	loss: 28.2418	time 5.16s
2024-06-10 04:15:28,224 - logger - INFO - Epoch 2/1000 3/11	loss: 19.5101	time 5.16s
2024-06-10 04:15:33,394 - logger - INFO - Epoch 2/1000 4/11	loss: 15.0980	time 5.17s
2024-06-10 04:15:38,690 - logger - INFO - Epoch 2/1000 5/11	loss: 12.9111	time 5.30s
2024-06-10 04:15:43,844 - logger - INFO - Epoch 2/1000 6/11	loss: 12.6092	time 5.15s
2024-06-10 04:15:48,990 - logger - INFO - Epoch 2/1000 7/11	loss: 11.3150	time 5.15s
2024-06-10 04:15:54,154 - logger - INFO - Epoch 2/1000 8/11	loss: 10.0893	time 5.16s
2024-06-10 04:15:59,346 - logger - INFO - Epoch 2/1000 9/11	loss: 9.9532	time 5.19s
2024-06-10 04:16:04,525 - logger - INFO - Epoch 2/1000 10/11	loss: 9.1083	time 5.18s
2024-06-10 04:16:09,718 - logger - INFO - Epoch 2/1000 11/11	loss: 8.3025	time 5.19s
2024-06-10 04:16:09,804 - logger - INFO - Final training  1/999	loss: 8.3025	time 57.50s
2024-06-10 04:16:09,805 - logger - INFO - 0	Mon Jun 10 04:16:09 2024	Epoch: 2
2024-06-10 04:16:15,416 - logger - INFO - Epoch 3/1000 1/11	loss: 0.6566	time 5.61s
2024-06-10 04:16:20,615 - logger - INFO - Epoch 3/1000 2/11	loss: 5.6778	time 5.20s
2024-06-10 04:16:25,771 - logger - INFO - Epoch 3/1000 3/11	loss: 4.1806	time 5.16s
2024-06-10 04:16:30,936 - logger - INFO - Epoch 3/1000 4/11	loss: 3.5635	time 5.16s
2024-06-10 04:16:36,208 - logger - INFO - Epoch 3/1000 5/11	loss: 2.9914	time 5.27s
2024-06-10 04:16:41,411 - logger - INFO - Epoch 3/1000 6/11	loss: 2.6789	time 5.20s
2024-06-10 04:16:46,585 - logger - INFO - Epoch 3/1000 7/11	loss: 2.8561	time 5.17s
2024-06-10 04:16:51,739 - logger - INFO - Epoch 3/1000 8/11	loss: 2.7407	time 5.15s
2024-06-10 04:16:56,953 - logger - INFO - Epoch 3/1000 9/11	loss: 2.5774	time 5.21s
2024-06-10 04:17:02,153 - logger - INFO - Epoch 3/1000 10/11	loss: 2.4704	time 5.20s
2024-06-10 04:17:07,353 - logger - INFO - Epoch 3/1000 11/11	loss: 2.3378	time 5.20s
2024-06-10 04:17:07,443 - logger - INFO - Final training  2/999	loss: 2.3378	time 57.64s
2024-06-10 04:17:07,444 - logger - INFO - 0	Mon Jun 10 04:17:07 2024	Epoch: 3
2024-06-10 04:17:13,013 - logger - INFO - Epoch 4/1000 1/11	loss: 1.2868	time 5.57s
2024-06-10 04:17:18,180 - logger - INFO - Epoch 4/1000 2/11	loss: 5.3338	time 5.17s
2024-06-10 04:17:23,433 - logger - INFO - Epoch 4/1000 3/11	loss: 3.8383	time 5.25s
2024-06-10 04:17:28,605 - logger - INFO - Epoch 4/1000 4/11	loss: 3.7955	time 5.17s
2024-06-10 04:17:33,799 - logger - INFO - Epoch 4/1000 5/11	loss: 3.3584	time 5.19s
2024-06-10 04:17:39,004 - logger - INFO - Epoch 4/1000 6/11	loss: 4.6536	time 5.20s
2024-06-10 04:17:44,231 - logger - INFO - Epoch 4/1000 7/11	loss: 4.0392	time 5.23s
2024-06-10 04:17:49,395 - logger - INFO - Epoch 4/1000 8/11	loss: 3.7138	time 5.16s
2024-06-10 04:17:54,611 - logger - INFO - Epoch 4/1000 9/11	loss: 4.7058	time 5.22s
2024-06-10 04:17:59,807 - logger - INFO - Epoch 4/1000 10/11	loss: 4.2759	time 5.20s
2024-06-10 04:18:04,999 - logger - INFO - Epoch 4/1000 11/11	loss: 4.0537	time 5.19s
2024-06-10 04:18:05,086 - logger - INFO - Final training  3/999	loss: 4.0537	time 57.64s
2024-06-10 04:18:05,086 - logger - INFO - 0	Mon Jun 10 04:18:05 2024	Epoch: 4
2024-06-10 04:18:10,610 - logger - INFO - Epoch 5/1000 1/11	loss: 10.5736	time 5.52s
2024-06-10 04:18:15,799 - logger - INFO - Epoch 5/1000 2/11	loss: 5.7192	time 5.19s
2024-06-10 04:18:20,965 - logger - INFO - Epoch 5/1000 3/11	loss: 4.3437	time 5.17s
2024-06-10 04:18:26,164 - logger - INFO - Epoch 5/1000 4/11	loss: 3.5050	time 5.20s
2024-06-10 04:18:31,351 - logger - INFO - Epoch 5/1000 5/11	loss: 5.9815	time 5.19s
2024-06-10 04:18:36,592 - logger - INFO - Epoch 5/1000 6/11	loss: 6.1998	time 5.24s
2024-06-10 04:18:41,747 - logger - INFO - Epoch 5/1000 7/11	loss: 5.5230	time 5.16s
2024-06-10 04:18:46,952 - logger - INFO - Epoch 5/1000 8/11	loss: 5.7293	time 5.20s
2024-06-10 04:18:52,165 - logger - INFO - Epoch 5/1000 9/11	loss: 5.3934	time 5.21s
2024-06-10 04:18:57,361 - logger - INFO - Epoch 5/1000 10/11	loss: 4.9542	time 5.20s
2024-06-10 04:19:02,550 - logger - INFO - Epoch 5/1000 11/11	loss: 4.6527	time 5.19s
2024-06-10 04:19:02,642 - logger - INFO - Final training  4/999	loss: 4.6527	time 57.56s
2024-06-10 04:19:02,643 - logger - INFO - 0	Mon Jun 10 04:19:02 2024	Epoch: 5
2024-06-10 04:19:08,247 - logger - INFO - Epoch 6/1000 1/11	loss: 2.3799	time 5.60s
2024-06-10 04:19:13,413 - logger - INFO - Epoch 6/1000 2/11	loss: 3.8804	time 5.16s
